pokemon_names,pokemon_cute,multiple_pokes_in_pic,photo_contrast_level,pokes_size_in_frame,looks_fluffy,original_image_source
Golurk,False,True,High,Small,True,Pixiv
Litwick,False,False,High,Large,False,Twitter
Kommo-o,False,True,High,Large,False,Pixiv
Pineco,False,False,Low,Large,False,Pixiv
Silvally,False,False,High,Large,True,Pixiv
Sawk,False,False,High,Small,False,Pixiv
Drifloon,False,False,Low,Large,False,Pixiv
Cottonee,False,False,Low,Large,True,Pixiv
Torkoal,False,False,Low,Large,False,Twitter
Quilava,False,False,Low,Small,False,Pixiv
Tangrowth,False,False,Low,Large,True,Pixiv
Bulbasaur,False,True,High,Small,True,Pixiv
Celesteela,False,False,Low,Small,True,Pixiv
Chikorita,False,False,Low,Small,False,Twitter
Solgaleo,False,False,High,Small,True,Twitter
Tsareena,False,False,High,Small,False,Pixiv
Exeggutor,False,False,High,Small,True,Pixiv
Omastar,False,False,Low,Small,True,Twitter
Rhyperior,False,True,High,Small,False,Twitter
Latias,False,False,High,Small,False,Pixiv
Golett,False,False,Low,Large,False,Pixiv
Vigoroth,False,True,High,Small,False,Twitter
Prinplup,False,True,High,Small,False,Pixiv
Whimsicott,False,False,Low,Large,True,Pixiv
Larvesta,False,False,Low,Large,False,Pixiv
Altaria,False,False,High,Small,False,Pixiv
Slowking,False,False,High,Small,False,Pixiv
Exeggutor,False,False,Low,Small,False,Pixiv
Durant,False,False,High,Small,True,Pixiv
Arbok,False,False,High,Large,True,Pixiv
Snubbull,False,False,Low,Small,True,Pixiv
Meganium,False,False,Low,Large,False,Pixiv
Lunala,False,False,Low,Large,True,Pixiv
Buneary,False,False,Low,Small,True,Twitter
Kirlia,False,False,Low,Small,False,Pixiv
Abomasnow,False,False,Low,Large,False,Pixiv
Dragalge,False,False,Low,Small,False,Pixiv
Marowak,False,False,Low,Large,False,Twitter
Tsareena,False,False,Low,Large,True,Twitter
Kyogre,False,False,Low,Large,True,Twitter
Camerupt,False,True,High,Large,False,Pixiv
Chinchou,False,False,Low,Large,False,Pixiv
Torkoal,False,False,Low,Small,True,Twitter
Diggersby,False,False,High,Small,False,Twitter
Wurmple,True,False,Low,Small,True,Pixiv
Chesnaught,False,False,Low,Large,False,Pixiv
Pumpkaboo,False,False,Low,Small,True,Pixiv
Mienshao,False,False,High,Large,False,Pixiv
Vikavolt,False,False,High,Large,True,Pixiv
Seedot,False,False,High,Small,True,Twitter
Arcanine,False,False,High,Small,False,Pixiv
Grovyle,False,False,Low,Large,False,Pixiv
Fletchinder,False,False,High,Large,True,Pixiv
Smoochum,False,True,High,Small,True,Twitter
Escavalier,True,True,Low,Large,False,Twitter
Golbat,False,False,High,Large,True,Pixiv
Tangela,False,False,High,Small,False,Twitter
Togedemaru,False,False,High,Large,False,Pixiv
Diancie,False,False,Low,Small,False,Twitter
Umbreon,False,False,High,Small,True,Twitter
Stantler,False,True,High,Small,False,Pixiv
Whismur,False,False,Low,Small,False,Twitter
Phanpy,False,False,High,Small,False,Pixiv
Trapinch,False,False,High,Large,False,Twitter
Stunfisk,False,False,High,Small,True,Pixiv
Buzzwole,False,True,Low,Large,True,Pixiv
Foongus,False,False,High,Large,True,Pixiv
Gurdurr,False,True,Low,Large,True,Pixiv
Remoraid,False,False,Low,Large,True,Pixiv
Kommo-o,False,True,High,Small,False,Pixiv
Dhelmise,False,False,Low,Small,False,Pixiv
Azurill,False,False,High,Small,True,Pixiv
Honchkrow,False,False,High,Large,False,Twitter
Unfezant,False,False,Low,Small,True,Twitter
Grumpig,False,False,Low,Large,False,Twitter
Torkoal,False,True,Low,Large,False,Pixiv
Wailord,False,False,Low,Small,False,Twitter
Diglett,False,False,High,Small,True,Pixiv
Gumshoos,False,True,High,Small,False,Twitter
Donphan,False,False,Low,Large,False,Twitter
Tynamo,False,False,High,Large,True,Pixiv
Minccino,False,False,Low,Large,True,Twitter
Cubchoo,False,False,Low,Small,True,Twitter
Tranquill,False,True,High,Large,True,Twitter
Cherubi,False,False,High,Small,False,Pixiv
Corsola,False,False,High,Large,True,Pixiv
Patrat,False,False,Low,Large,False,Pixiv
Charmander,True,False,Low,Large,True,Twitter
Marshtomp,False,True,Low,Large,True,Pixiv
Munna,False,False,High,Small,True,Pixiv
Tyranitar,False,False,Low,Small,False,Twitter
Marill,False,False,Low,Large,False,Pixiv
Crawdaunt,False,False,High,Large,False,Pixiv
Pikachu,True,False,High,Large,True,Pixiv
Vanillite,False,True,Low,Large,False,Pixiv
Rotom,False,False,High,Small,False,Twitter
Golurk,False,False,High,Small,False,Pixiv
Mew,True,False,Low,Large,True,Twitter
Latias,False,False,Low,Small,True,Pixiv
Delibird,False,False,High,Small,True,Pixiv
Torchic,False,False,High,Small,False,Twitter
Palpitoad,False,True,High,Large,False,Pixiv
Registeel,False,False,Low,Small,False,Pixiv
Lopunny,False,False,Low,Large,False,Pixiv
Kecleon,False,False,Low,Small,False,Pixiv
Vulpix,True,False,Low,Large,True,Twitter
Zubat,True,True,Low,Small,True,Pixiv
Comfey,False,False,Low,Small,False,Pixiv
Tapu Koko,False,False,Low,Small,False,Pixiv
Nihilego,False,True,Low,Large,True,Twitter
Pikachu,False,False,Low,Large,True,Pixiv
Blissey,False,False,Low,Small,True,Twitter
Zweilous,False,False,Low,Small,False,Pixiv
Tsareena,False,False,Low,Large,False,Pixiv
Flaaffy,False,True,Low,Small,True,Pixiv
Kricketot,False,False,High,Small,True,Pixiv
Rapidash,False,True,High,Small,False,Twitter
Regigigas,False,False,High,Large,True,Pixiv
Venusaur,False,False,Low,Small,False,Pixiv
Lickitung,False,False,High,Large,False,Pixiv
Cyndaquil,False,False,High,Large,True,Pixiv
Gogoat,True,False,Low,Large,True,Pixiv
Clawitzer,False,False,Low,Large,True,Pixiv
Flygon,False,False,Low,Small,False,Pixiv
Lurantis,False,True,High,Large,False,Twitter
Hoppip,True,False,Low,Large,True,Twitter
Donphan,False,False,High,Small,True,Pixiv
Umbreon,False,False,Low,Small,False,Twitter
Palkia,False,False,High,Small,True,Pixiv
Mewtwo,False,False,Low,Large,True,Pixiv
Mudsdale,False,True,High,Large,False,Pixiv
Jangmo-o,False,False,High,Large,True,Pixiv
Delibird,False,False,High,Large,True,Pixiv
Swampert,False,False,High,Small,False,Pixiv
Aron,False,False,Low,Large,False,Pixiv
Lickitung,False,True,High,Small,False,Pixiv
Skuntank,False,False,Low,Large,True,Twitter
Serperior,False,False,High,Small,False,Pixiv
Charizard,False,True,Low,Large,False,Pixiv
Bastiodon,False,True,Low,Small,False,Pixiv
Lickitung,False,True,Low,Large,True,Pixiv
Litleo,False,False,High,Small,False,Pixiv
Jirachi,False,True,High,Small,True,Pixiv
Clauncher,False,False,Low,Small,True,Twitter
Scizor,False,False,Low,Small,True,Pixiv
Vulpix,True,False,High,Small,True,Pixiv
Horsea,False,False,High,Large,False,Pixiv
Starly,False,False,High,Large,True,Twitter
Relicanth,False,False,High,Small,True,Pixiv
Abomasnow,False,False,Low,Small,True,Twitter
Aurorus,False,True,Low,Large,True,Pixiv
Abomasnow,False,False,Low,Large,True,Pixiv
Salazzle,False,True,Low,Small,False,Pixiv
Durant,False,False,Low,Large,True,Pixiv
Pikachu,True,True,Low,Small,False,Twitter
Empoleon,False,False,Low,Large,False,Pixiv
Mew,True,False,Low,Large,False,Twitter
Electivire,False,False,Low,Small,False,Twitter
Togekiss,False,False,Low,Small,True,Pixiv
Galvantula,False,False,High,Small,False,Pixiv
Mew,True,False,High,Large,True,Twitter
Delphox,False,False,High,Small,True,Twitter
Dwebble,False,False,High,Large,False,Twitter
Lotad,False,False,Low,Large,False,Pixiv
Lurantis,False,True,Low,Large,True,Twitter
Jangmo-o,False,False,High,Large,False,Pixiv
Dodrio,False,False,High,Small,False,Pixiv
Mienshao,False,False,Low,Large,True,Pixiv
Bouffalant,False,True,Low,Large,False,Twitter
Vullaby,False,True,High,Large,False,Twitter
Metapod,False,False,Low,Small,False,Pixiv
Escavalier,False,True,Low,Small,False,Pixiv
Breloom,False,False,Low,Small,True,Twitter
Gogoat,False,True,Low,Small,False,Pixiv
Dialga,False,False,High,Large,False,Pixiv
Beedrill,True,False,Low,Small,True,Twitter
Squirtle,True,True,High,Small,False,Twitter
Cosmoem,False,False,High,Large,False,Pixiv
Bulbasaur,True,False,High,Small,True,Pixiv
Chatot,False,False,High,Large,True,Pixiv
Pyroar,False,False,Low,Small,False,Twitter
Pinsir,False,False,Low,Small,True,Twitter
Hydreigon,False,False,High,Large,True,Pixiv
Marshtomp,False,False,Low,Large,True,Pixiv
Gardevoir,False,False,Low,Large,False,Pixiv
Mareanie,False,False,High,Large,False,Twitter
Entei,False,False,High,Small,True,Pixiv
Archen,False,False,Low,Large,False,Pixiv
Emolga,True,True,High,Small,True,Pixiv
Gigalith,False,False,Low,Small,False,Twitter
Alomomola,True,False,Low,Small,True,Twitter
Magnezone,False,False,High,Large,True,Twitter
Skorupi,False,True,Low,Small,False,Pixiv
Empoleon,False,True,Low,Small,False,Pixiv
Buneary,False,True,High,Small,False,Twitter
Swablu,False,False,Low,Small,False,Twitter
Weepinbell,False,False,High,Small,False,Twitter
Electabuzz,False,False,Low,Small,False,Twitter
Magnemite,True,True,Low,Large,False,Pixiv
Palkia,False,True,Low,Large,True,Pixiv
Vivillon,False,True,High,Large,False,Pixiv
Nidoran♂,False,False,Low,Small,False,Pixiv
Ledyba,False,False,Low,Large,False,Pixiv
Lillipup,False,False,Low,Small,True,Twitter
Galvantula,False,False,Low,Small,False,Pixiv
Corphish,False,False,Low,Large,True,Pixiv
Staryu,True,False,High,Large,True,Pixiv
Probopass,False,False,High,Large,False,Twitter
Wurmple,False,True,High,Large,True,Twitter
Grotle,False,False,High,Small,False,Twitter
Claydol,False,False,High,Large,True,Pixiv
Tyrantrum,False,True,Low,Large,False,Twitter
Shelmet,True,True,Low,Small,True,Twitter
Nihilego,False,False,Low,Small,False,Pixiv
Staraptor,False,False,Low,Small,True,Pixiv
Slaking,False,False,High,Large,True,Pixiv
Exeggcute,True,False,High,Small,True,Pixiv
Abomasnow,False,False,High,Small,False,Pixiv
Solgaleo,False,False,High,Large,False,Twitter
Cradily,False,False,Low,Large,True,Twitter
Mantyke,False,False,High,Small,False,Pixiv
Noibat,False,False,Low,Large,False,Twitter
Emboar,False,True,Low,Small,False,Twitter
Makuhita,False,False,High,Small,False,Twitter
Grumpig,False,False,Low,Large,False,Pixiv
Latios,False,False,High,Large,False,Pixiv
Hitmonchan,False,False,High,Large,False,Pixiv
Solosis,False,False,High,Small,False,Pixiv
Gliscor,False,False,Low,Small,False,Twitter
Dewgong,False,False,Low,Small,True,Pixiv
Oddish,False,True,Low,Large,True,Pixiv
Sawk,False,False,Low,Small,True,Pixiv
Charmeleon,False,False,High,Small,True,Twitter
Ariados,False,False,Low,Large,False,Pixiv
Diglett,False,False,Low,Large,True,Pixiv
Venonat,False,False,Low,Large,True,Pixiv
Togepi,False,False,Low,Large,False,Pixiv
Eelektrik,False,False,Low,Large,False,Twitter
Leafeon,False,False,Low,Small,False,Twitter
Stufful,False,False,Low,Small,False,Twitter
Beldum,False,False,Low,Large,True,Pixiv
Porygon,False,False,High,Large,False,Pixiv
Swadloon,False,False,Low,Small,False,Pixiv
Litleo,False,False,High,Large,True,Twitter
Metagross,False,False,High,Large,False,Pixiv
Grimer,False,True,High,Small,False,Pixiv
Cleffa,False,False,Low,Small,False,Pixiv
Mew,True,False,Low,Small,True,Twitter
Meowstic,False,False,High,Small,False,Twitter
Regirock,False,False,Low,Small,True,Pixiv
Chikorita,False,False,High,Small,True,Twitter
Bunnelby,True,True,Low,Large,False,Twitter
Passimian,False,False,High,Large,False,Twitter
Simipour,False,False,Low,Small,False,Pixiv
Deerling,False,True,Low,Small,False,Pixiv
Sentret,True,False,Low,Large,True,Twitter
Fletchling,False,False,Low,Small,True,Pixiv
Voltorb,False,False,Low,Large,False,Pixiv
Slakoth,False,False,Low,Large,False,Twitter
Seviper,False,False,Low,Large,True,Pixiv
Relicanth,False,False,Low,Small,True,Twitter
Joltik,False,False,Low,Large,False,Pixiv
Diancie,False,False,High,Large,False,Twitter
Abomasnow,False,True,Low,Large,False,Pixiv
Feebas,False,False,High,Large,False,Twitter
Natu,False,True,High,Small,True,Pixiv
Smeargle,False,False,Low,Small,True,Twitter
Infernape,False,False,Low,Small,True,Pixiv
Cottonee,False,False,Low,Small,False,Pixiv
Toxicroak,False,False,High,Large,False,Pixiv
Goomy,False,False,Low,Small,False,Pixiv
Golisopod,False,False,Low,Small,True,Pixiv
Weezing,False,False,Low,Large,False,Twitter
Plusle,False,False,Low,Large,True,Twitter
Dwebble,False,False,Low,Large,False,Pixiv
Ledyba,False,False,High,Large,False,Pixiv
Tapu Bulu,False,True,Low,Large,True,Pixiv
Venonat,False,False,Low,Large,True,Pixiv
Emolga,True,False,Low,Large,False,Pixiv
Glaceon,False,False,Low,Small,True,Twitter
Seedot,False,False,High,Small,False,Pixiv
Drilbur,False,False,Low,Small,True,Twitter
Houndour,False,False,High,Large,False,Twitter
Hypno,False,False,Low,Small,True,Pixiv
Latios,False,False,Low,Large,True,Pixiv
Psyduck,False,False,Low,Large,False,Pixiv
Swoobat,False,False,Low,Small,False,Twitter
Yanmega,False,False,Low,Small,False,Pixiv
Rotom,False,False,High,Small,False,Twitter
Chandelure,False,False,High,Small,False,Twitter
Shinx,False,False,High,Small,True,Twitter
Arcanine,False,False,Low,Large,True,Pixiv
Haxorus,False,False,High,Large,False,Pixiv
Zigzagoon,False,False,Low,Large,False,Twitter
Darkrai,False,False,High,Large,False,Twitter
Binacle,False,True,Low,Small,False,Twitter
Ariados,False,False,High,Large,True,Pixiv
Aggron,False,False,High,Large,True,Pixiv
Cosmog,False,False,Low,Large,False,Twitter
Doublade,False,False,Low,Large,True,Pixiv
Seismitoad,False,False,Low,Large,False,Twitter
Cascoon,False,False,High,Large,False,Pixiv
Tapu Fini,False,True,Low,Large,True,Pixiv
Spritzee,False,False,High,Small,False,Twitter
Chatot,False,False,High,Small,False,Twitter
Gorebyss,False,False,Low,Large,False,Pixiv
Skitty,False,True,Low,Large,False,Pixiv
Lickilicky,False,True,High,Small,False,Twitter
Galvantula,False,True,Low,Large,False,Twitter
Scraggy,False,False,Low,Large,True,Twitter
Dusknoir,False,False,High,Large,True,Pixiv
Turtwig,False,False,High,Large,False,Twitter
Patrat,False,True,Low,Small,False,Pixiv
Helioptile,False,False,Low,Small,False,Twitter
Magnezone,False,True,Low,Large,True,Twitter
Spheal,False,False,High,Large,False,Pixiv
Qwilfish,False,False,Low,Small,True,Twitter
Sceptile,False,False,Low,Small,False,Twitter
Phione,False,False,High,Small,False,Pixiv
Roggenrola,False,False,High,Small,True,Pixiv
Accelgor,False,False,Low,Small,True,Twitter
Dragonair,False,False,High,Small,True,Twitter
Swadloon,False,False,High,Large,False,Pixiv
Inkay,False,False,Low,Large,True,Pixiv
Whirlipede,True,False,High,Small,True,Pixiv
Mandibuzz,False,False,Low,Small,True,Twitter
Joltik,False,False,High,Small,False,Twitter
Togedemaru,False,False,High,Large,True,Pixiv
Yveltal,False,False,Low,Small,False,Pixiv
Rhydon,False,False,Low,Small,False,Pixiv
Lickilicky,False,False,High,Small,False,Twitter
Shellos,True,False,High,Large,True,Twitter
Amoonguss,False,False,Low,Small,True,Pixiv
Whismur,False,False,Low,Small,False,Pixiv
Talonflame,False,True,Low,Small,True,Pixiv
Lunatone,False,False,High,Small,False,Pixiv
Herdier,False,False,Low,Small,True,Twitter
Banette,False,False,Low,Large,False,Pixiv
Dusknoir,False,False,Low,Large,True,Pixiv
Vulpix,True,False,High,Large,True,Twitter
Raikou,False,False,Low,Large,True,Twitter
Wailord,True,False,High,Large,False,Twitter
Yungoos,False,False,Low,Small,True,Pixiv
Vanillish,False,False,Low,Small,True,Twitter
Pidgeotto,False,False,Low,Large,True,Pixiv
Murkrow,False,False,High,Small,False,Pixiv
Venonat,False,False,High,Small,True,Pixiv
Staraptor,True,False,High,Large,True,Twitter
Stunfisk,False,False,Low,Small,True,Pixiv
Remoraid,False,True,High,Small,True,Twitter
Pidgeot,False,False,Low,Small,True,Pixiv
Magcargo,False,True,Low,Large,False,Pixiv
Dragalge,True,False,Low,Small,True,Pixiv
Smeargle,False,False,Low,Large,True,Twitter
Druddigon,False,False,Low,Large,True,Pixiv
Flareon,False,False,Low,Small,False,Twitter
Sandygast,False,False,Low,Large,True,Pixiv
Cutiefly,False,False,High,Large,True,Twitter
Bidoof,False,False,High,Large,False,Twitter
Type: Null,False,False,Low,Large,False,Twitter
Medicham,False,False,Low,Large,False,Pixiv
Smoochum,False,True,Low,Large,False,Pixiv
Persian,False,False,High,Large,True,Twitter
Smeargle,False,False,High,Large,True,Pixiv
Bounsweet,False,False,High,Small,True,Twitter
Pikachu,True,False,High,Large,False,Twitter
Mesprit,False,False,Low,Large,False,Pixiv
Munchlax,True,False,Low,Small,False,Twitter
Pikachu,False,False,High,Large,False,Pixiv
Crustle,False,False,High,Small,False,Pixiv
Toxicroak,False,True,Low,Large,True,Pixiv
Dragonite,False,False,Low,Small,False,Pixiv
Leafeon,False,False,Low,Large,True,Pixiv
Eelektross,False,True,High,Large,False,Pixiv
Xurkitree,False,False,Low,Small,False,Pixiv
Pikachu,True,False,Low,Large,True,Pixiv
Zebstrika,False,True,High,Small,False,Pixiv
Zigzagoon,False,True,Low,Large,False,Pixiv
Hakamo-o,False,False,Low,Large,False,Twitter
Dodrio,False,False,High,Small,True,Pixiv
Sylveon,False,False,High,Small,False,Twitter
Poliwrath,False,False,Low,Small,False,Twitter
Gulpin,False,False,High,Small,True,Pixiv
Houndour,False,False,Low,Large,True,Pixiv
Beedrill,False,False,Low,Large,True,Twitter
Guzzlord,False,False,Low,Large,True,Twitter
Noibat,False,False,Low,Large,True,Twitter
Rockruff,False,False,Low,Large,True,Pixiv
Wooper,False,False,High,Small,False,Pixiv
Lileep,False,False,Low,Small,False,Pixiv
Solgaleo,False,False,Low,Small,False,Pixiv
Carvanha,False,False,Low,Large,False,Pixiv
Vanillish,True,True,High,Large,False,Pixiv
Scolipede,False,False,Low,Large,True,Pixiv
Xurkitree,False,False,Low,Large,False,Twitter
Giratina,False,False,Low,Small,False,Pixiv
Nihilego,False,False,Low,Small,False,Pixiv
Pineco,False,True,Low,Small,False,Twitter
Starmie,False,False,High,Small,True,Pixiv
Boldore,False,False,Low,Small,False,Twitter
Mandibuzz,False,False,High,Small,False,Pixiv
Jirachi,False,False,High,Large,False,Twitter
Shelmet,False,False,Low,Large,False,Pixiv
Darmanitan,False,True,High,Small,True,Twitter
Crustle,False,False,Low,Small,False,Twitter
Salandit,False,False,High,Large,False,Pixiv
Stunfisk,False,False,Low,Large,False,Twitter
Ampharos,False,False,High,Small,True,Twitter
Lombre,False,False,Low,Large,False,Twitter
Sableye,False,False,Low,Large,True,Pixiv
Squirtle,False,True,Low,Large,True,Pixiv
Diancie,False,True,High,Small,True,Twitter
Flaaffy,False,False,Low,Small,False,Pixiv
Volcanion,False,False,High,Small,False,Twitter
Masquerain,False,True,Low,Large,True,Pixiv
Muk,False,False,Low,Small,True,Pixiv
Venonat,False,True,Low,Small,False,Pixiv
Surskit,True,False,High,Large,True,Twitter
Cascoon,False,False,Low,Large,True,Twitter
Crustle,False,False,Low,Small,True,Pixiv
Litleo,False,False,Low,Small,False,Twitter
Charmander,False,False,High,Small,True,Twitter
Psyduck,False,False,Low,Large,False,Twitter
Dusknoir,False,False,Low,Large,True,Twitter
Togetic,False,False,Low,Large,True,Pixiv
Amoonguss,False,False,Low,Large,False,Twitter
Virizion,False,True,High,Small,False,Twitter
Buzzwole,False,False,High,Small,False,Twitter
Buizel,False,False,Low,Large,True,Twitter
Hippopotas,False,False,High,Large,False,Twitter
Chatot,False,False,Low,Large,True,Twitter
Blitzle,False,False,High,Small,False,Twitter
Kecleon,False,False,Low,Large,False,Twitter
Meditite,False,False,Low,Small,False,Pixiv
Dialga,True,True,Low,Large,True,Twitter
Carnivine,False,True,High,Small,False,Pixiv
Herdier,False,False,Low,Large,False,Pixiv
Wingull,False,False,Low,Large,False,Pixiv
Sliggoo,False,False,Low,Small,False,Pixiv
Hippopotas,False,False,High,Small,True,Pixiv
Shellder,False,False,Low,Small,False,Twitter
Rockruff,False,False,Low,Large,False,Twitter
Milotic,False,True,High,Small,True,Twitter
Xerneas,False,False,Low,Small,True,Pixiv
Tyranitar,False,False,Low,Large,False,Twitter
Onix,False,False,Low,Large,True,Twitter
